track_uri,track_name,artist_name,release_year,explicit,danceability,energy,speechiness,acousticness,liveness,valence,tempo,track_duration_s,genres
spotify:track:7jw0hu5zFqCTCznb01TpBU,"closer - original song from the tv series ""the secret daughter""",jessica mauboy,2016,false,0.549,0.654,0.0359,0.107,0.316,0.3,77.457,215.67,"australian indigenous music,australian pop,australian talent show"
spotify:track:3a0Qs1ZqkjTVne2XJuSGQw,been waiting,jessica mauboy,2008,false,0.677,0.684,0.0428,0.149,0.0451,0.783,113.996,228.79,"australian indigenous music,australian pop,australian talent show"
spotify:track:3JDrBrCEq9a1x6P7eXzeB6,sunshine on a rainy day,christine anu,2000,false,0.618,0.674,0.0328,0.0548,0.151,0.52,96.994,226.63,"australian indigenous music,australian pop,australian rock"
spotify:track:6LZOgBvntXL1egqIHHPnhn,party,christine anu,1995,false,0.734,0.923,0.0561,0.0495,0.0612,0.847,109.661,194.53,"australian indigenous music,australian pop,australian rock"
spotify:track:0uaB8avevQNDd32qEqh6mx,stop callin' me,shakaya,2002,false,0.786,0.726,0.0543,0.202,0.103,0.957,88.998,218.49,"australian indigenous music,australian pop"
spotify:track:13SmYqwwvcYbxXwPSY9JJt,listen with your heart,casey donovan,2004,false,0.544,0.509,0.0274,0.822,0.107,0.149,117.921,241.79,"australian indigenous music,australian pop"
spotify:track:7jKEokbeRzFjPGeMUg6WpW,oceans,slip-on stereo,2016,false,0.725,0.381,0.0288,0.658,0.147,0.604,100.026,203.24,australian indigenous music
spotify:track:64ZMsONgsN2YTF3OaCqbt9,rocksteady,slip-on stereo,2015,false,0.806,0.717,0.0498,0.00319,0.107,0.892,100.03,204.48,australian indigenous music
spotify:track:1hpQGK6u2ecNWDXSFnBn1Y,biding my time,busby marou,2011,false,0.703,0.704,0.0263,0.0689,0.122,0.581,134.972,243.07,australian indigenous music
spotify:track:1wKZRkvDaI03dSTjH2NkKS,over drinking over you,busby marou,2019,false,0.729,0.586,0.0262,0.246,0.11,0.581,105.929,180.05,australian indigenous music
spotify:track:6d9RNpnqv03uSjJoyYfJ9L,sound of summer,busby marou,2018,false,0.472,0.789,0.0388,0.171,0.183,0.445,104.277,186.35,australian indigenous music
spotify:track:1cNpxHxZHmZDG8JT981yHf,days like this,busby marou,2021,false,0.667,0.704,0.0382,0.511,0.113,0.408,94.951,186.75,australian indigenous music
spotify:track:2PolnevtHIyrxe6CjWYpXx,took the children away,archie roach,1990,false,0.351,0.203,0.0336,0.837,0.0703,0.325,110.071,324.07,australian indigenous music
spotify:track:7HKNWy2yA75PmJ2pFQpU7k,the piper's song,gatc,2010,false,0.587,0.833,0.0517,0.00693,0.0406,0.503,99.965,220.45,"australian indie,shimmer pop"
spotify:track:3bSkTiWBmcib0ptB6XKWha,jona vark,gatc,2010,false,0.68,0.933,0.0329,0.00886,0.58,0.966,125.056,218.56,"australian indie,shimmer pop"
spotify:track:3NjN67McMXpFykke8bQDuO,time to wander,gatc,2010,false,0.548,0.876,0.0535,0.00191,0.0672,0.11,135.008,234.75,"australian indie,shimmer pop"
spotify:track:5KrdYQS4U1Emzer8QShBE7,brother,matt corby,2011,true,0.661,0.744,0.0505,0.0374,0.0667,0.37,100.139,254.21,"australian indie,indie anthem-folk"
spotify:track:76QK6gTaW2bBV47FDe3RPK,resolution,matt corby,2013,false,0.516,0.566,0.0378,0.0523,0.11,0.175,126.819,256.39,"australian indie,indie anthem-folk"
spotify:track:5QkwbUdIcUIu3eyCkDxUv6,awkward,san cisco,2011,false,0.573,0.876,0.102,0.0362,0.095,0.895,161.888,155.64,"australian indie,fremantle indie,metropopolis,perth indie"
spotify:track:0LcVvD1iPjqkfVdWd7ClfA,too much time together,san cisco,2015,false,0.563,0.841,0.0519,0.263,0.0751,0.954,154.876,170,"australian indie,fremantle indie,metropopolis,perth indie"
spotify:track:0qst32xWAUil1sesV21uWl,fred astaire,san cisco,2012,false,0.408,0.676,0.0771,0.0301,0.0684,0.644,209.591,175.99,"australian indie,fremantle indie,metropopolis,perth indie"
spotify:track:773DGKEG4ItA2vwbVrtOy6,wild things,san cisco,2012,false,0.69,0.817,0.0673,0.0304,0.145,0.942,112.128,185.63,"australian indie,fremantle indie,metropopolis,perth indie"
spotify:track:2RAK199yQmx0FGs5fYTBvL,delete,dma's,2014,false,0.544,0.446,0.0324,0.338,0.198,0.229,124.868,271.94,"australian indie,australian surf rock"
spotify:track:1OhyE4pJdNDLvBjJsc6mo3,let me down easy,sheppard,2014,false,0.556,0.588,0.0325,0.307,0.0956,0.298,144.979,227.63,"australian indie,australian pop,folk-pop"
spotify:track:2x9BavXrcqPKF0dHkrmkj6,coming home,sheppard,2017,false,0.61,0.928,0.0585,0.152,0.107,0.644,144.034,218.38,"australian indie,australian pop,folk-pop"
spotify:track:756xOfT6UoTgkf0w8PnVIC,keep me crazy,sheppard,2017,false,0.683,0.827,0.0553,0.0222,0.179,0.697,143.95,196.95,"australian indie,australian pop,folk-pop"
spotify:track:6PhY7y9O2VNHREqJv33EcG,we belong,sheppard,2018,false,0.798,0.655,0.0387,0.381,0.477,0.828,111.98,207.99,"australian indie,australian pop,folk-pop"
spotify:track:4hd4YTkABCn2zuTZeYEA6D,geronimo,sheppard,2014,false,0.705,0.745,0.0862,0.467,0.122,0.526,142.014,218.23,"australian indie,australian pop,folk-pop"
spotify:track:7qRVFsoeUr2BnMuju47OJ6,edge of the night,sheppard,2017,false,0.823,0.756,0.0572,0.0686,0.0631,0.75,114.024,204.21,"australian indie,australian pop,folk-pop"
spotify:track:0CGse8cU7ViXqtgCqoXWIs,smile,sheppard,2014,false,0.703,0.723,0.0518,0.415,0.371,0.673,96.979,230.28,"australian indie,australian pop,folk-pop"
spotify:track:30w9SEmvLQTrWf9LFxA7IO,on my way,sheppard,2019,false,0.57,0.821,0.0574,0.257,0.104,0.534,138.024,203.1,"australian indie,australian pop,folk-pop"
spotify:track:1wCcJB1JXFYxWbrEFQbrFZ,riding the wave,sheppard,2018,false,0.75,0.645,0.0461,0.143,0.0921,0.508,124.953,204.75,"australian indie,australian pop,folk-pop"
spotify:track:335dNkjlQKrFtT5t9Oo2Hy,don't believe in love,sheppard,2020,false,0.585,0.612,0.0789,0.247,0.0474,0.767,204.107,203.66,"australian indie,australian pop,folk-pop"
spotify:track:0Jfr03t8XWOMDrjwohxPAP,hometown,sheppard,2018,false,0.709,0.655,0.0463,0.257,0.21,0.81,115.036,187.2,"australian indie,australian pop,folk-pop"
spotify:track:2wqXDTsbW8Rm6LFE9FAKBE,kiss my fat ass,sheppard,2019,false,0.926,0.766,0.182,0.268,0.074,0.741,139.958,175.95,"australian indie,australian pop,folk-pop"
spotify:track:6y4HksqJ8qGipgsDxvlb2u,die young,sheppard,2019,false,0.573,0.791,0.0519,0.232,0.175,0.283,119.976,235.5,"australian indie,australian pop,folk-pop"
spotify:track:1kgw52pWfmHsXP0eAmduLg,all the pretty girls,vera blue,2018,false,0.708,0.591,0.0348,0.415,0.117,0.618,120.976,202.63,"australian indie,australian pop"
spotify:track:0V1UrYfF9QmRwtpULzXQgw,regular touch,vera blue,2017,false,0.617,0.555,0.132,0.181,0.111,0.462,93.833,208.15,"australian indie,australian pop"
spotify:track:1RLCci3EUAH9t1spVptRWQ,because i love you,montaigne,2016,false,0.765,0.833,0.033,0.11,0.0306,0.961,118.007,217.62,"australian indie,australian pop"
spotify:track:27qrSIhtCLUaKa3mAdGJPE,scar,missy higgins,2004,false,0.653,0.803,0.0533,0.355,0.291,0.808,91.911,216.2,"australian indie,australian pop"
spotify:track:57FlM19L7CMprNvyQxKTTe,the special two,missy higgins,2004,false,0.452,0.341,0.0332,0.739,0.0798,0.362,139.022,265.17,"australian indie,australian pop"
spotify:track:0Xxww5aUyamJlEm8GkP21i,scar,missy higgins,2004,false,0.653,0.789,0.0522,0.378,0.276,0.834,91.787,213.73,"australian indie,australian pop"
spotify:track:14lVbqA42Q0Z6w9B0wDbJj,ten days,missy higgins,2005,false,0.516,0.592,0.0327,0.46,0.129,0.342,83.613,225.15,"australian indie,australian pop"
spotify:track:6NpO2qjMkMhmncI6hdhTH2,steer,missy higgins,2007,false,0.566,0.672,0.0305,0.0913,0.246,0.299,120.001,231.64,"australian indie,australian pop"
spotify:track:2G8jB4liJQPELoUMRY1Gv8,ten days,missy higgins,2004,false,0.519,0.572,0.0338,0.458,0.138,0.323,83.611,226.19,"australian indie,australian pop"
spotify:track:2PZqXcvQUhKxSvXgimwGrl,futon couch,missy higgins,2018,false,0.711,0.525,0.0589,0.207,0.314,0.517,93.923,205.16,"australian indie,australian pop"
spotify:track:3OIKgKNUt87GHz8OmmHZop,is this how you feel?,the preatures,2014,false,0.536,0.807,0.129,0.00014,0.069,0.638,184.894,214.09,"australian indie,australian indie rock"
spotify:track:0tHOhXCKhFB5odvbMYEMbb,neopolitan dreams,lisa mitchell,2009,false,0.739,0.485,0.0299,0.22,0.105,0.492,113.98,193.95,"australian indie,australian indie folk,australian indigenous music"
spotify:track:1BW0UUEUcJIf6G5rn6dphx,oh! hark!,lisa mitchell,2009,false,0.502,0.684,0.161,0.135,0.406,0.558,199.903,271.88,"australian indie,australian indie folk,australian indigenous music"
spotify:track:4TgTyywODXLaCWYqffVjO5,coin laundry,lisa mitchell,2009,false,0.757,0.412,0.0711,0.438,0.404,0.674,85.498,191.77,"australian indie,australian indie folk,australian indigenous music"
spotify:track:3jE6CMiTt8bQ7GAMor1ZhD,feeding line,boy & bear,2011,false,0.643,0.621,0.0274,0.000833,0.123,0.293,117.95,268.63,"australian indie,australian indie folk"
spotify:track:6GPNb6fStx7ulNbJfJqV2i,southern sun,boy & bear,2013,false,0.539,0.723,0.0346,0.15,0.208,0.503,118.316,280.05,"australian indie,australian indie folk"
spotify:track:0B3x40yF0GalVYyje2jMLG,dynamite (feat. allday),"asta, allday",2015,false,0.79,0.758,0.0557,0.0671,0.0452,0.901,107.98,237.49,"australian indie,australian hip hop,australian trap"
spotify:track:2HSAgsSb8dtdiQAOzaCCN4,make up your mind,yves klein blue,2009,false,0.322,0.87,0.0477,0.515,0.269,0.808,95.574,153.01,australian indie rock
spotify:track:307wdnyFVlUJSWMtX5IMVl,polka,yves klein blue,2009,false,0.514,0.823,0.0643,0.0161,0.086,0.776,105.725,251.48,australian indie rock
spotify:track:2fbXJ0VpxhW7j0qcg1DnoZ,big jet plane,angus & julia stone,2010,false,0.766,0.376,0.0267,0.252,0.0908,0.257,109.944,239.12,"australian indie folk,indie folk"
spotify:track:54VrNceI4ZgJ4ldmcYNHAR,hold on,angus & julia stone,2010,false,0.514,0.457,0.0325,0.38,0.12,0.275,122.99,265.26,"australian indie folk,indie folk"
spotify:track:6HIElrRO0GdlFZB54iVyiI,and the boys,angus & julia stone,2010,false,0.791,0.42,0.0285,0.558,0.129,0.507,99.882,249.89,"australian indie folk,indie folk"
spotify:track:1LIbTjMdFP15jIXGkcICSU,chateau,angus & julia stone,2017,false,0.661,0.589,0.0368,0.637,0.111,0.603,129.987,273.53,"australian indie folk,indie folk"
spotify:track:7knBFuX3LR675ByqoAypd6,picture frames,georgia fair,2009,false,0.614,0.704,0.0287,0.489,0.113,0.6,102.437,178.85,australian indie folk
spotify:track:1IyCo9c1WOij7mz0pmhvNt,don't stop,tim & jean,2011,false,0.503,0.95,0.0338,0.011,0.404,0.34,126.018,216.15,australian indie
spotify:track:3OEATvBsF5xbzQj5hzynfo,i can show you,tim & jean,2011,false,0.711,0.535,0.0404,0.0139,0.259,0.778,113.038,189.87,australian indie
spotify:track:468JfxVVGA2K9vnXjhCs1B,the best we got,the rubens,2012,false,0.384,0.918,0.0388,0.0115,0.0986,0.573,190.069,234.71,australian indie
spotify:track:46dWvPwaO8mNLgUIU35y3q,hoops,the rubens,2015,false,0.731,0.498,0.0339,0.229,0.505,0.802,96.038,158.97,australian indie
spotify:track:2q7525kRHfkZnCpQNDxJf1,my gun,the rubens,2012,false,0.511,0.864,0.0424,0.00322,0.0826,0.658,200.029,190.06,australian indie
spotify:track:5odolvi4Flv8SeSje9WzcS,live in life,the rubens,2019,false,0.695,0.691,0.0351,0.147,0.152,0.563,104.015,216.45,australian indie
spotify:track:2sqV4WwUD6Rydqciys8jtn,million man,the rubens,2017,false,0.472,0.544,0.0997,0.203,0.0986,0.312,98.873,192.11,australian indie
spotify:track:4NCmFVF0elcv6KO9FuQKZN,holy moses,meg washington,2010,false,0.663,0.782,0.0471,0.0355,0.0741,0.391,99.989,216.85,australian indie
spotify:track:2952fALz8E96WGTaVdsTsQ,maybe it’s my first time,meg mac,2017,false,0.704,0.645,0.0334,0.339,0.162,0.606,90.975,213.24,australian indie
spotify:track:5Zgl2ldTzXd7Q6iog78pQK,low blows,meg mac,2017,false,0.707,0.706,0.0418,0.149,0.113,0.469,97.997,212.79,australian indie
spotify:track:3gkUWlXM4gDUZbKn5WO3N9,rock it,little red,2010,false,0.718,0.532,0.0298,0.0582,0.0918,0.934,106.945,210.16,australian indie
spotify:track:2uVvdA2rIdY1kSO1khtEkg,rock it,little red,2010,false,0.718,0.532,0.0298,0.0582,0.0918,0.934,106.945,210.16,australian indie
spotify:track:5SMddCwwBNAM2soPNhBpck,zoom,last dinosaurs,2012,false,0.46,0.744,0.0566,0.00018,0.693,0.492,122.567,237.67,australian indie
spotify:track:2RtozNYeoe7ZBgKqmTKSkj,scattered diamonds,hungry kids of hungary,2010,false,0.539,0.861,0.0503,0.0696,0.0821,0.738,96.901,217.75,australian indie
spotify:track:6XrWIKoIwqomse4ZmBnjQd,life goes on,e^st,2017,false,0.701,0.605,0.0297,0.653,0.0753,0.505,106.968,210.46,australian indie
spotify:track:2J3TcdKkdU42R9zWqWi6LJ,dreams,"jolyon petch, reigan",2021,false,0.781,0.672,0.0337,0.151,0.165,0.961,123.982,198.63,"australian house,deep tropical house,australian pop"
spotify:track:3KLxyswVedr0bK6wzuEmOQ,freefall,"poolclvb, doolie",2018,false,0.847,0.739,0.07,0.213,0.134,0.465,118.052,213.05,"australian house,australian alternative pop"
spotify:track:3vgnToBTuzVl2Xp53m0QcS,without you (with miley cyrus),"the kid laroi, miley cyrus",2021,false,0.442,0.465,0.0427,0.185,0.0949,0.415,93.109,161.38,"australian hip hop,pop"
spotify:track:0in4REtAn2V5JuPWmGDKMZ,i love it,"hilltop hoods, sia",2012,false,0.683,0.87,0.0714,0.00486,0.334,0.511,90.998,226.41,"australian hip hop,pop"
spotify:track:6SlJooJullmwjBsrnRNROA,moments (feat. gavin james),"bliss n eso, gavin james",2017,true,0.632,0.724,0.326,0.387,0.0991,0.311,82.227,237.61,"australian hip hop,irish pop"
spotify:track:1Bk4EBm8pg5BXhPHbxILSd,moments (feat. gavin james),"bliss n eso, gavin james",2017,true,0.661,0.725,0.295,0.388,0.0993,0.311,82.194,237.61,"australian hip hop,irish pop"
spotify:track:6iAQHemp1D2VSSPk74Dor3,trouble,"iggy azalea, jennifer hudson",2014,true,0.96,0.699,0.133,0.0931,0.0812,0.669,106.01,166.32,"australian hip hop,dance pop,pop,dance pop,r&b,urban contemporary"
spotify:track:3cLOKNlWYYxztX7baFxTXi,black widow,"iggy azalea, rita ora",2014,true,0.744,0.725,0.111,0.177,0.111,0.555,163.995,209.42,"australian hip hop,dance pop,pop,dance pop,pop,uk pop"
spotify:track:16uGgkuyTqneR0gbNWohNz,fancy,"iggy azalea, charli xcx",2014,false,0.913,0.716,0.071,0.0927,0.0492,0.371,94.976,199.94,"australian hip hop,dance pop,pop,art pop,candy pop,metropopolis,pop,uk pop"
spotify:track:0m7dJ7cibvW774OP5GbWHB,fancy,"iggy azalea, charli xcx",2014,true,0.914,0.716,0.0646,0.0871,0.0489,0.375,94.979,199.94,"australian hip hop,dance pop,pop,art pop,candy pop,metropopolis,pop,uk pop"
spotify:track:3oiMJQAWVaxSubJ7b2VUtX,fancy,"iggy azalea, charli xcx",2014,true,0.912,0.716,0.0698,0.0904,0.0491,0.377,94.981,199.94,"australian hip hop,dance pop,pop,art pop,candy pop,metropopolis,pop,uk pop"
spotify:track:29l9kMr8pFN3Fk2NpvGOb2,fancy,"iggy azalea, charli xcx",2014,true,0.912,0.716,0.0698,0.0904,0.0491,0.377,94.981,199.94,"australian hip hop,dance pop,pop,art pop,candy pop,metropopolis,pop,uk pop"
spotify:track:4kux0P5UfguojB4h0lQnsj,stay (with justin bieber),"the kid laroi, justin bieber",2021,false,0.585,0.794,0.0521,0.0356,0.104,0.477,169.965,141.81,"australian hip hop,canadian pop,pop"
spotify:track:6IjeDgkEfact4RDxnq4s9n,rapunzel,drapht,2011,false,0.737,0.865,0.0651,0.0359,0.0438,0.847,120.038,202.73,"australian hip hop,australian underground hip hop,west australian hip hop"
spotify:track:3CkyJCNGaL7qk06CTMouqY,catch 22 (feat. anne-marie),"illy, anne-marie",2016,true,0.765,0.561,0.0987,0.0981,0.141,0.584,97.447,221.42,"australian hip hop,australian trap,pop"
spotify:track:0vtRAIhztpcw1mEqX1S2RL,live it up,"360, pez",2014,false,0.682,0.7,0.0531,0.101,0.104,0.152,111.003,228.03,"australian hip hop,australian trap,australian underground hip hop"
spotify:track:0SyGrL0xMbRTCaMvBfjs6P,just got started,"360, pez",2012,false,0.773,0.663,0.0583,0.0135,0.118,0.92,122.555,193.03,"australian hip hop,australian trap,australian underground hip hop"
spotify:track:1I95liM3akfvKNP8TWnzP2,papercuts (feat. vera blue),"illy, vera blue",2016,false,0.369,0.618,0.249,0.161,0.257,0.467,191.863,255.89,"australian hip hop,australian trap,australian indie,australian pop"
spotify:track:6vXHaWpqkbuvzIDvR3LnKd,papercuts (feat. vera blue),"illy, vera blue",2016,false,0.369,0.618,0.249,0.161,0.257,0.467,191.863,255.89,"australian hip hop,australian trap,australian indie,australian pop"
spotify:track:6QKqavEniWv3JRrRL7BSu5,loose ends (feat. g flip),"illy, g flip",2020,false,0.704,0.666,0.0735,0.0511,0.258,0.552,90.015,236.85,"australian hip hop,australian trap,australian alternative pop"
spotify:track:02c4wpeXlXxT7Cekkz3kP3,lean on me (feat. robinson),"illy, robinson",2019,false,0.714,0.531,0.0484,0.0207,0.171,0.48,101.004,227.02,"australian hip hop,australian trap,alt z,nz pop"
spotify:track:6sUvNDgdjyC6c2Nffc0biF,mirror (feat. wrabel),"illy, wrabel",2021,false,0.667,0.54,0.0585,0.221,0.0932,0.675,145.106,221.71,"australian hip hop,australian trap,alt z,indie poptimism"
spotify:track:7LoVbAV8iBUWJJ5g17Lsor,on & on,illy,2013,false,0.58,0.675,0.238,0.015,0.176,0.783,175.799,187.11,"australian hip hop,australian trap"
spotify:track:69kz02an0zTBl2NQdshqnB,tightrope,illy,2013,true,0.821,0.586,0.0515,0.329,0.264,0.43,116,292.47,"australian hip hop,australian trap"
spotify:track:1tOT50hl9UG9kGif08Fan5,higher,"hilltop hoods, james chatburn",2016,false,0.737,0.669,0.0483,0.281,0.11,0.621,111.99,269.72,"australian hip hop,australian r&b"
spotify:track:2Aab1S0t1HRbvF1BKaw2xj,boys like you,"360, gossling",2011,true,0.712,0.688,0.117,0.00437,0.134,0.515,145.964,220.63,"australian hip hop,australian pop"
spotify:track:5Sgow6NGwGQG5YksRMlooH,boys like you (feat. gossling),"360, gossling",2012,false,0.708,0.678,0.105,0.00586,0.133,0.527,145.969,220.68,"australian hip hop,australian pop"
spotify:track:67y1X9nuRdw9AUzJFMI1Lb,price of fame,"360, gossling",2014,false,0.71,0.837,0.104,0.0461,0.107,0.345,143.065,216.66,"australian hip hop,australian pop"
spotify:track:3jnvoZjYSccaivu3hz2aOD,dumb things - triple j like a version,"a.b. original, paul kelly",2017,false,0.593,0.704,0.139,0.202,0.0997,0.255,130.044,274.23,"australian hip hop,australian indigenous hip hop,australian indigenous music,australian underground hip hop,australian indigenous music,australian rock"
spotify:track:5xc3a2gsW595IWDOTibZFv,move,baker boy,2020,false,0.718,0.89,0.162,0.0507,0.289,0.719,100.995,166.7,"australian hip hop,australian indigenous hip hop,australian indigenous music"
spotify:track:6oSmp7qnvAxUXeUKhl67a6,1955,"hilltop hoods, montaigne, tom thum",2016,false,0.766,0.5,0.0695,0.719,0.304,0.71,84.044,239.28,"australian hip hop,australian indie,australian pop,beatboxing"
spotify:track:5dtqtvjmFlj3ZQ477OjifI,clark griswold,"hilltop hoods, adrian eagle",2018,false,0.828,0.69,0.0804,0.193,0.0947,0.832,95.997,227.11,"australian hip hop,australian hip hop"
spotify:track:078bUQP8PIcG9SdwF5cUM7,throw it away,"360, josh pyke",2012,false,0.765,0.632,0.0687,0.108,0.0624,0.583,100.016,214.15,"australian hip hop,australian alternative rock,australian indie,australian singer-songwriter"
spotify:track:0u9rjPUcYJvAbm2lJJxffT,selling me out,tuka,2019,false,0.739,0.723,0.0772,0.325,0.0733,0.473,89.897,213.29,australian hip hop
spotify:track:1Hzi3KQVnvVYAn8Vv9zL2o,without you,the kid laroi,2020,false,0.43,0.417,0.0366,0.19,0.142,0.455,93.297,161.38,australian hip hop
spotify:track:27OeeYzk6klgBh83TSvGMA,without you,the kid laroi,2020,true,0.662,0.413,0.0299,0.213,0.134,0.467,93.005,161.38,australian hip hop
spotify:track:5psEZhQu6lukjhavJo4AbC,so done,the kid laroi,2020,false,0.719,0.598,0.077,0.232,0.115,0.303,142.592,126.52,australian hip hop
spotify:track:0jdso14vaFnpRazMLEZovF,astronaut in the ocean,masked wolf,2019,false,0.778,0.695,0.0913,0.174,0.151,0.472,149.996,132.78,australian hip hop
spotify:track:0cdBZlTYh1UVs18QqR2Hq8,say so,masked wolf,2021,false,0.778,0.606,0.0359,0.0932,0.05,0.601,107.987,120.88,australian hip hop
spotify:track:03Pg5wDlaYAZlTNLeAfl2r,leave me lonely,hilltop hoods,2018,false,0.764,0.868,0.0505,0.279,0.175,0.754,131.031,194.56,australian hip hop
spotify:track:0HDVr7DVXJIJXVzHxTiSS5,chase that feeling,hilltop hoods,2009,true,0.609,0.874,0.0638,0.623,0.132,0.523,97.922,209.27,australian hip hop
spotify:track:6myDPrp86x4Lhyp5aqU0EV,cosby sweater,hilltop hoods,2014,true,0.794,0.81,0.0422,0.629,0.0888,0.802,125.252,217.72,australian hip hop
spotify:track:6CnjrPmgbsqTkYRiByMa4d,chase that feeling,hilltop hoods,2009,false,0.604,0.874,0.0634,0.621,0.132,0.522,97.929,209.27,australian hip hop
spotify:track:0o4ymDquSJdsx1CwXyRSow,cosby sweater,hilltop hoods,2014,true,0.796,0.81,0.0429,0.621,0.0873,0.816,125.256,217.72,australian hip hop
spotify:track:0CPeph6gNd5mpJKi1JWR2b,still standing - radio edit,hilltop hoods,2009,false,0.789,0.744,0.134,0.315,0.242,0.836,97.009,209.23,australian hip hop
spotify:track:1EuI95kVxZYLbENy8d6AOI,i'm good?,hilltop hoods,2020,false,0.901,0.761,0.0704,0.311,0.065,0.96,119.984,160.19,australian hip hop
spotify:track:3nu9ZALG23u94QigiPIwVq,act your age,bliss n eso,2013,true,0.719,0.865,0.143,0.0101,0.0279,0.961,146.061,159.43,australian hip hop
spotify:track:6LzKX8hhExcmD7UIXKZatu,child,360,2011,true,0.699,0.539,0.0647,0.288,0.0921,0.481,203.945,293.37,australian hip hop
spotify:track:31Y75sGePu69Qzkez9W6WP,run alone,360,2011,false,0.663,0.548,0.0809,0.0124,0.134,0.542,114.529,273.09,australian hip hop
spotify:track:1F1cUb6tUhyRbSim00bkLW,like soda,violent soho,2016,false,0.33,0.863,0.0988,0.0174,0.0778,0.284,130.776,242.13,"australian garage punk,australian indie,australian surf rock,brisbane indie"
spotify:track:2jgS6gefgxMjscNKxKKThm,sundream,rüfüs du sol,2013,false,0.68,0.708,0.0393,0.045,0.363,0.233,121.992,275.5,"australian electropop,indietronica"
spotify:track:05LoBwiXyb1sx3xV3S3tEd,like an animal,rüfüs du sol,2016,false,0.71,0.748,0.0305,0.0341,0.0897,0.38,119.994,241.58,"australian electropop,indietronica"
spotify:track:77lqbary6vt1DSc1MBN6sx,you were right,rüfüs du sol,2016,false,0.708,0.793,0.0342,0.0136,0.118,0.734,122.006,239.42,"australian electropop,indietronica"
spotify:track:0t5gvCYBnURaGA4YWzEgQ5,take me,rüfüs du sol,2013,false,0.719,0.781,0.0464,0.166,0.104,0.455,124.042,242,"australian electropop,indietronica"
spotify:track:2rMU6GxYqIaJUmHhbfLFHR,my way - produced by rudimental,thandi phoenix,2018,false,0.377,0.866,0.0768,0.0587,0.107,0.226,168.968,236.24,australian electropop
spotify:track:2ctY9KP7zLgfmf1GnKxMBq,feels so right,sunset city,2020,false,0.735,0.747,0.0614,0.026,0.3,0.638,118.051,207.56,australian electropop
spotify:track:4erCtbzU13eH2muqJ7cxGP,the best thing (2008) - radio edit,hook n sling,2009,false,0.665,0.768,0.0277,0.304,0.13,0.484,128.009,242.9,"australian dance,progressive electro house"
spotify:track:1oQjc4G5OOCodPVfdjnMpl,filter freak,denzal park,2010,false,0.791,0.873,0.0799,0.000465,0.0553,0.858,130.014,313.88,"australian dance,progressive electro house"
spotify:track:2V2yZFQ09fszpzR1iH9iLS,feel the love,"marvin priest, fatman scoop",2011,false,0.644,0.9,0.124,0.138,0.312,0.657,129.986,214.17,"australian dance,nyc rap"
spotify:track:1AMEicdMJudkwm5IgNTx9R,jackson’s last stand - radio edit,ou est le swimming pool,2010,false,0.602,0.896,0.0406,0.0174,0.344,0.457,120.016,190,"australian dance,neo-synthpop"
spotify:track:7ilyh37sEDUu7TA6JJvspv,dance the way i feel,ou est le swimming pool,2010,false,0.708,0.96,0.0418,0.00955,0.0868,0.432,118.024,208.33,"australian dance,neo-synthpop"
spotify:track:4qGBF3l5Es0EKp0fasrpNc,these new knights,ou est le swimming pool,2010,false,0.711,0.754,0.216,0.00304,0.485,0.876,119.992,205.12,"australian dance,neo-synthpop"
spotify:track:0RkH9mnwB5jCVsq4XJKaIN,can't hold back (feat. macy gray),"kaz james, macy gray",2008,false,0.741,0.785,0.116,0.0409,0.0497,0.73,114.896,152.25,"australian dance,neo soul"
spotify:track:5k9QrzJFDAp5cXVdzAi02f,never say never - radio edit,vandalism,2005,false,0.72,0.841,0.034,0.000354,0.338,0.767,130.978,176.64,"australian dance,melbourne bounce"
spotify:track:78Rxtykmgn8XZTGyYBpaDn,hello - edited version,"stafford brothers, lil wayne, christina milian",2012,false,0.653,0.845,0.0352,0.219,0.921,0.552,123.086,207.01,"australian dance,hip hop,new orleans rap,pop rap,rap,trap,dance pop,hip pop,r&b,urban contemporary"
spotify:track:4yFwM7hqSVz2oDyhgjxK8B,hello,"stafford brothers, lil wayne, christina milian",2012,true,0.652,0.851,0.0368,0.281,0.883,0.55,123.083,207.01,"australian dance,hip hop,new orleans rap,pop rap,rap,trap,dance pop,hip pop,r&b,urban contemporary"
spotify:track:3QI96xFA7pHph2AwHu3rYT,black & gold - radio edit,sam sparro,2008,false,0.372,0.715,0.0803,0.00128,0.113,0.4,102.048,211.27,"australian dance,funktronica"
spotify:track:4pkZNPC6yeMnQABwkTmsR6,black & gold - radio edit,sam sparro,2009,false,0.551,0.794,0.104,0.00119,0.112,0.334,135.947,210.36,"australian dance,funktronica"
spotify:track:6DksBOgKv1NZL1oaMGAflz,sexy (is the word),melissa tkautz,2008,false,0.649,0.954,0.0597,0.00318,0.058,0.932,123.062,214.14,"australian dance,europop"
spotify:track:0H8AN0RfgU1Pa19S4BhtHQ,read my lips,melissa tkautz,2005,false,0.682,0.805,0.0856,0.0589,0.0588,0.873,120.507,226.43,"australian dance,europop"
spotify:track:18GrSli2Zljj5mTrkAIPRH,in the air - axwell radio edit,"tv rock, rudy, axwell",2009,false,0.567,0.822,0.0315,0.00829,0.695,0.574,128.042,166.25,"australian dance,dutch house,edm,electro house,pop dance,progressive electro house,progressive house"
